"REGION","Region","LOCATION","Country","INC","Income","VAR","Variable","TIME","Year","Value","Flag Codes","Flags"
"ALL","All regions","GBR","United Kingdom","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",46.3,,
"AME","Americas","USA","United States","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"AME","Americas","USA","United States","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",49.9,,
"ALL","All regions","USA","United States","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","USA","United States","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",49.9,,
"ASI","Asia","AFG","Afghanistan","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ASI","Asia","AFG","Afghanistan","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",65.2,,
"ALL","All regions","AFG","Afghanistan","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ALL","All regions","AFG","Afghanistan","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",65.2,,
"EUR","Europe","ALB","Albania","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"EUR","Europe","ALB","Albania","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",54.5,,
"ALL","All regions","ALB","Albania","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","ALB","Albania","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",54.5,,
"AFR","Africa","DZA","Algeria","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"AFR","Africa","DZA","Algeria","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",48,,
"ALL","All regions","DZA","Algeria","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ALL","All regions","DZA","Algeria","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",48,,
"AFR","Africa","AGO","Angola","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","AGO","Angola","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"AME","Americas","ATG","Antigua and Barbuda","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","ATG","Antigua and Barbuda","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"AME","Americas","ARG","Argentina","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"AME","Americas","ARG","Argentina","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",54.1,,
"ALL","All regions","ARG","Argentina","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","ARG","Argentina","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",54.1,,
"ASI","Asia","ARM","Armenia","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ASI","Asia","ARM","Armenia","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",52.9,,
"ALL","All regions","ARM","Armenia","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","ARM","Armenia","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",52.9,,
"ASI","Asia","AZE","Azerbaijan","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ASI","Asia","AZE","Azerbaijan","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",42.2,,
"ALL","All regions","AZE","Azerbaijan","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","AZE","Azerbaijan","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",42.2,,
"AME","Americas","BHS","Bahamas","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","BHS","Bahamas","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ASI","Asia","BHR","Bahrain","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ALL","All regions","BHR","Bahrain","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ASI","Asia","BGD","Bangladesh","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ASI","Asia","BGD","Bangladesh","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",50.6,,
"ALL","All regions","BGD","Bangladesh","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ALL","All regions","BGD","Bangladesh","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",50.6,,
"AME","Americas","BRB","Barbados","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","BRB","Barbados","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"EUR","Europe","BLR","Belarus","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"EUR","Europe","BLR","Belarus","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",54.6,,
"ALL","All regions","BLR","Belarus","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","BLR","Belarus","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",54.6,,
"AME","Americas","BLZ","Belize","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","BLZ","Belize","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"AFR","Africa","BEN","Benin","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"AFR","Africa","BEN","Benin","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",41.7,,
"ALL","All regions","BEN","Benin","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","BEN","Benin","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",41.7,,
"ASI","Asia","BTN","Bhutan","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","BTN","Bhutan","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"AME","Americas","BOL","Bolivia","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"AME","Americas","BOL","Bolivia","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",58.9,,
"ALL","All regions","BOL","Bolivia","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","BOL","Bolivia","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",58.9,,
"EUR","Europe","BIH","Bosnia and Herzegovina","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"EUR","Europe","BIH","Bosnia and Herzegovina","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",50.4,,
"ALL","All regions","BIH","Bosnia and Herzegovina","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","BIH","Bosnia and Herzegovina","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",50.4,,
"AFR","Africa","BWA","Botswana","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"AFR","Africa","BWA","Botswana","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",62.5,,
"ALL","All regions","BWA","Botswana","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ALL","All regions","BWA","Botswana","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",62.5,,
"AME","Americas","BRA","Brazil","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"AME","Americas","BRA","Brazil","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",62.3,,
"ALL","All regions","BRA","Brazil","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","BRA","Brazil","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",62.3,,
"ASI","Asia","BRN","Brunei Darussalam","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ALL","All regions","BRN","Brunei Darussalam","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"EUR","Europe","BGR","Bulgaria","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"EUR","Europe","BGR","Bulgaria","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",55.6,,
"ALL","All regions","BGR","Bulgaria","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","BGR","Bulgaria","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",55.6,,
"AFR","Africa","BFA","Burkina Faso","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"AFR","Africa","BFA","Burkina Faso","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",23.2,,
"ALL","All regions","BFA","Burkina Faso","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","BFA","Burkina Faso","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",23.2,,
"AFR","Africa","BDI","Burundi","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","BDI","Burundi","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ASI","Asia","KHM","Cambodia","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ASI","Asia","KHM","Cambodia","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",54.1,,
"ALL","All regions","KHM","Cambodia","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ALL","All regions","KHM","Cambodia","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",54.1,,
"AFR","Africa","CMR","Cameroon","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"AFR","Africa","CMR","Cameroon","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",53,,
"ALL","All regions","CMR","Cameroon","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","CMR","Cameroon","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",53,,
"AFR","Africa","CPV","Cabo Verde","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","CPV","Cabo Verde","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"AFR","Africa","CAF","Central African Republic","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"AFR","Africa","CAF","Central African Republic","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",43.6,,
"ALL","All regions","CAF","Central African Republic","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","CAF","Central African Republic","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",43.6,,
"AFR","Africa","TCD","Chad","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"AFR","Africa","TCD","Chad","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",32.5,,
"ALL","All regions","TCD","Chad","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ALL","All regions","TCD","Chad","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",32.5,,
"AME","Americas","CHL","Chile","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"AME","Americas","CHL","Chile","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",63,,
"ALL","All regions","CHL","Chile","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","CHL","Chile","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",63,,
"ASI","Asia","CHN","China (People's Republic of)","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","CHN","China (People's Republic of)","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"AME","Americas","COL","Colombia","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"AME","Americas","COL","Colombia","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",62.2,,
"ALL","All regions","COL","Colombia","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","COL","Colombia","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",62.2,,
"AFR","Africa","COM","Comoros","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","COM","Comoros","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"AFR","Africa","COG","Congo","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"AFR","Africa","COG","Congo","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",50.6,,
"ALL","All regions","COG","Congo","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","COG","Congo","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",50.6,,
"AME","Americas","CRI","Costa Rica","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"AME","Americas","CRI","Costa Rica","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",58.8,,
"ALL","All regions","CRI","Costa Rica","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","CRI","Costa Rica","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",58.8,,
"AFR","Africa","CIV","Côte d'Ivoire","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"AFR","Africa","CIV","Côte d'Ivoire","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",52.1,,
"ALL","All regions","CIV","Côte d'Ivoire","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","CIV","Côte d'Ivoire","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",52.1,,
"EUR","Europe","HRV","Croatia","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"EUR","Europe","HRV","Croatia","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",55,,
"ALL","All regions","HRV","Croatia","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","HRV","Croatia","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",55,,
"AME","Americas","CUB","Cuba","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"AME","Americas","CUB","Cuba","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",49.8,,
"ALL","All regions","CUB","Cuba","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","CUB","Cuba","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",49.8,,
"ASI","Asia","CYP","Cyprus","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ASI","Asia","CYP","Cyprus","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",51.7,,
"ALL","All regions","CYP","Cyprus","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","CYP","Cyprus","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",51.7,,
"AFR","Africa","COD","Democratic Republic of the Congo","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"AFR","Africa","COD","Democratic Republic of the Congo","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",34.1,,
"ALL","All regions","COD","Democratic Republic of the Congo","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","COD","Democratic Republic of the Congo","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",34.1,,
"AFR","Africa","DJI","Djibouti","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ALL","All regions","DJI","Djibouti","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"AME","Americas","DMA","Dominica","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","DMA","Dominica","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"AME","Americas","DOM","Dominican Republic","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"AME","Americas","DOM","Dominican Republic","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",54.9,,
"ALL","All regions","DOM","Dominican Republic","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","DOM","Dominican Republic","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",54.9,,
"AME","Americas","ECU","Ecuador","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"AME","Americas","ECU","Ecuador","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",64.3,,
"ALL","All regions","ECU","Ecuador","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","ECU","Ecuador","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",64.3,,
"AFR","Africa","EGY","Egypt","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ALL","All regions","EGY","Egypt","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"AME","Americas","SLV","El Salvador","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"AME","Americas","SLV","El Salvador","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",60.2,,
"ALL","All regions","SLV","El Salvador","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","SLV","El Salvador","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",60.2,,
"AFR","Africa","GNQ","Equatorial Guinea","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","GNQ","Equatorial Guinea","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"AFR","Africa","ERI","Eritrea","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ALL","All regions","ERI","Eritrea","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"EUR","Europe","EST","Estonia","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"EUR","Europe","EST","Estonia","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",50.6,,
"ALL","All regions","EST","Estonia","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","EST","Estonia","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",50.6,,
"AFR","Africa","ETH","Ethiopia","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"AFR","Africa","ETH","Ethiopia","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",49.4,,
"ALL","All regions","ETH","Ethiopia","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","ETH","Ethiopia","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",49.4,,
"ASI","Asia","FJI","Fiji","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","FJI","Fiji","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"AFR","Africa","GAB","Gabon","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"AFR","Africa","GAB","Gabon","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",44.4,,
"ALL","All regions","GAB","Gabon","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","GAB","Gabon","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",44.4,,
"AFR","Africa","GMB","Gambia","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"AFR","Africa","GMB","Gambia","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",68.1,,
"ALL","All regions","GMB","Gambia","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ALL","All regions","GMB","Gambia","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",68.1,,
"ASI","Asia","GEO","Georgia","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ASI","Asia","GEO","Georgia","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",48.2,,
"ALL","All regions","GEO","Georgia","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","GEO","Georgia","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",48.2,,
"AFR","Africa","GHA","Ghana","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"AFR","Africa","GHA","Ghana","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",40.2,,
"ALL","All regions","GHA","Ghana","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","GHA","Ghana","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",40.2,,
"AME","Americas","GRD","Grenada","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","GRD","Grenada","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"AME","Americas","GTM","Guatemala","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"AME","Americas","GTM","Guatemala","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",60.1,,
"ALL","All regions","GTM","Guatemala","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","GTM","Guatemala","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",60.1,,
"AFR","Africa","GIN","Guinea","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"AFR","Africa","GIN","Guinea","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",43.4,,
"ALL","All regions","GIN","Guinea","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","GIN","Guinea","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",43.4,,
"AFR","Africa","GNB","Guinea-Bissau","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","GNB","Guinea-Bissau","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"AME","Americas","GUY","Guyana","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","GUY","Guyana","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"AME","Americas","HTI","Haiti","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"AME","Americas","HTI","Haiti","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",45.7,,
"ALL","All regions","HTI","Haiti","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","HTI","Haiti","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",45.7,,
"AME","Americas","HND","Honduras","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"AME","Americas","HND","Honduras","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",58.1,,
"ALL","All regions","HND","Honduras","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","HND","Honduras","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",58.1,,
"ASI","Asia","HKG","Hong Kong, China","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ASI","Asia","HKG","Hong Kong, China","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",59.1,,
"ALL","All regions","HKG","Hong Kong, China","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","HKG","Hong Kong, China","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",59.1,,
"ASI","Asia","IND","India","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ASI","Asia","IND","India","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",49.7,,
"ALL","All regions","IND","India","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","IND","India","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",49.7,,
"ASI","Asia","IDN","Indonesia","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",1,,
"ASI","Asia","IDN","Indonesia","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",50.3,,
"ALL","All regions","IDN","Indonesia","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",1,,
"ALL","All regions","IDN","Indonesia","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",50.3,,
"ASI","Asia","IRN","Iran","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ASI","Asia","IRN","Iran","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",56,,
"ALL","All regions","IRN","Iran","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ALL","All regions","IRN","Iran","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",56,,
"ASI","Asia","IRQ","Iraq","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ASI","Asia","IRQ","Iraq","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",24.2,,
"ALL","All regions","IRQ","Iraq","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ALL","All regions","IRQ","Iraq","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",24.2,,
"ASI","Asia","ISR","Israel","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ASI","Asia","ISR","Israel","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",51.2,,
"ALL","All regions","ISR","Israel","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ALL","All regions","ISR","Israel","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",51.2,,
"AME","Americas","JAM","Jamaica","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"AME","Americas","JAM","Jamaica","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",55,,
"ALL","All regions","JAM","Jamaica","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0,,
"ALL","All regions","JAM","Jamaica","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",55,,
"ASI","Asia","JOR","Jordan","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ASI","Asia","JOR","Jordan","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",45,,
"ALL","All regions","JOR","Jordan","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ALL","All regions","JOR","Jordan","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",45,,
"ASI","Asia","KAZ","Kazakhstan","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ASI","Asia","KAZ","Kazakhstan","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",52.8,,
"ALL","All regions","KAZ","Kazakhstan","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","KAZ","Kazakhstan","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",52.8,,
"AFR","Africa","KEN","Kenya","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"AFR","Africa","KEN","Kenya","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",47.6,,
"ALL","All regions","KEN","Kenya","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.25,,
"ALL","All regions","KEN","Kenya","AIC","All income groups","RCL_AJ_PRACT","Practice","2019","2019",47.6,,
"ASI","Asia","KWT","Kuwait","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
"ALL","All regions","KWT","Kuwait","AIC","All income groups","RCL_AJ_LAW","Law","2019","2019",0.75,,
